Joshua Project People Group Data

ROL3,Language,Status,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
mwc,Are,L,1,5,N,5,1925,1921,1904-2011,Y,Y,1404,1,Christianity
alu,Areare,L,1,5,N,3,,,1957-2008,N,Y,,1,Christianity
aem,Arem,N,,,N,0,,,,N,N,,,
aed,"Argentine Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
agj,Argobba,L,1,1,Y,2,,,,N,N,,6,Islam
agf,Arguni,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
aqr,Arha,N,1,4,N,0,,,,N,N,,1,Christianity
aok,Arho,N,,,N,0,,,,N,N,,,
arh,Arhuaco,L,1,4,N,4,,2010,2005,N,Y,,4,"Ethnic Religions"
aac,Ari,L,1,5,N,1,,,,N,Y,,1,Christianity
ylu,Aribwaung,L,1,5,N,1,,,,N,N,,1,Christianity
aqg,Arigidi,L,1,4,N,3,,,1921,N,Y,,4,"Ethnic Religions"
ark,Arikapu,N,,,N,0,,,,N,N,,,
ari,Arikara,N,,,N,3,,,1905,N,N,,,
luc,Aringa,L,1,1,Y,4,,2014,2003-2008,Y,Y,,6,Islam
hye,Armenian,L,54,4,N,5,1883-1994,1834-1994,434-1991,Y,Y,194,1,Christianity
aen,"Armenian Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
hyw,"Armenian, Western",L,3,4,N,5,1853-1984,Yes,Yes,N,Y,,1,Christianity
rup,Aromanian,L,8,3,N,3,,,1889–2014,Y,N,rup,1,Christianity
apr,Arop-Lokep,L,2,5,N,4,,2013,1990-2003,N,Y,1409,1,Christianity
aps,Arop-Sissano,L,1,5,N,3,,,1988–2014,N,N,,1,Christianity
aia,Arosi,L,1,5,N,4,,2005,1905-2002,N,Y,aia,1,Christianity
frp,Arpitan,L,3,3,N,3,,,1830,N,N,,1,Christianity
are,"Arrarnta, Western",L,1,5,N,5,1997,1956,1925-1928,N,Y,,1,Christianity
aer,"Arrernte, Eastern",L,1,2,N,4,,Yes,Yes,N,Y,aer,4,"Ethnic Religions"
atz,Arta,N,,,N,0,,,,N,N,,,
arx,Arua,N,1,2,N,0,,,,N,Y,,4,"Ethnic Religions"
msy,Aruamu,L,1,5,N,4,,2005,1996-2010,N,Y,913,1,Christianity
aur,Aruek,L,1,5,N,1,,,,N,N,,1,Christianity
lsr,Aruop,L,1,5,N,2,,,,N,Y,,1,Christianity
atx,Arutani,N,,,N,0,,,,N,N,,,
asz,As,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mtv,Asaro'o,L,1,5,N,3,,,2016,N,N,,1,Christianity
cni,Ashaninka,L,1,3,N,4,,1972-2008,1960-2005,Y,Y,575,1,Christianity
ahs,Ashe,L,1,5,N,2,,,,N,Y,,1,Christianity
cjo,"Asheninka, Pajonal",L,1,4,N,4,,2002-2008,1976-1986,N,Y,568,1,Christianity
prq,"Asheninka, Perene",L,1,3,N,4,,2015,2015,N,N,,1,Christianity
cpu,"Asheninka, Pichis",L,2,2,N,4,,1996-2008,1982-1987,N,N,238,4,"Ethnic Religions"
cpy,"Asheninka, South Ucayali",L,1,4,N,4,,2015,1976–2015,N,N,1350,1,Christianity
cpb,"Asheninka, Ucayali-Yurua",L,2,1,Y,4,,2000,2000,N,N,569,4,"Ethnic Religions"
ask,Ashkun,L,1,1,Y,1,,,,N,Y,,6,Islam
atn,Ashtiani,L,1,1,Y,0,,,,N,N,,6,Islam
asl,Asilulu,L,1,1,Y,1,,,,N,N,,6,Islam
eiv,Askopan,L,1,4,N,1,,,,N,N,,1,Christianity
asc,"Asmat, Casuarina Coast",L,1,4,N,1,,,,N,Y,,1,Christianity
cns,"Asmat, Central",L,1,4,N,4,,1985,1966-1976,N,Y,,1,Christianity
nks,"Asmat, North",L,1,4,N,1,,,,N,N,,1,Christianity
asy,"Asmat, Yaosakor",L,1,4,N,4,,1995,Yes,N,Y,,1,Christianity
asv,Asoa,L,1,4,N,0,,,,N,N,,1,Christianity
asm,Assamese,L,334,2,N,5,1833-1995,1819-1993,1822-1974,Y,Y,asm,5,Hinduism
sjg,Assangori,L,2,1,Y,1,,,,N,Y,,6,Islam
asb,Assiniboine,N,2,5,N,0,,,,N,Y,,1,Christianity
aii,"Assyrian Neo-Aramaic",L,24,3,N,5,1852-1919,1846-2002,1840-1993,Y,Y,aii,1,Christianity
ast,Asturian,L,2,3,N,4,,1997,1871-1991,N,N,,1,Christianity
asa,Asu,L,1,5,N,4,,1922-1967,1910-1960,Y,Y,,6,Islam
aum,Asu,L,1,1,Y,1,,,,N,N,,6,Islam
aua,Asumboa,N,,,N,0,,,,N,N,,,
asr,Asuri,L,1,3,N,0,,,,N,Y,,9,Unknown
asn,"Asurini of Xingu",L,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
asu,"Asurini, Tocantins",L,1,5,N,3,,,1973-1979,N,Y,,1,Christianity
atm,Ata,N,,,N,0,,,,N,N,,,
tay,Atayal,L,1,4,N,5,2003,1974,1964,N,Y,,1,Christianity
aph,Athpariya,L,2,1,Y,3,,,Yes,Y,N,,5,Hinduism
atk,Ati,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
atj,Atikamekw,L,1,4,N,4,,2014,1980-2007,N,N,,1,Christianity
aqm,Atohwaim,L,1,4,N,1,,,,N,Y,,1,Christianity
aot,Atong,L,,,N,1,,,,N,Y,,,
ato,Atong,L,1,3,N,1,,,,N,Y,,1,Christianity
aox,Atorada,N,,,N,0,,,,N,N,,,
cch,Atsam,L,1,5,N,3,,,1923-1932,N,Y,,1,Christianity
atw,Atsugewi,N,,,N,0,,,,N,N,,,
azt,"Atta, Faire",L,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
att,"Atta, Pamplona",L,1,4,N,4,,1996,1969-2001,N,Y,1131,4,"Ethnic Religions"
atp,"Atta, Pudtol",L,1,2,N,0,,,,N,Y,,4,"Ethnic Religions"
ati,Attie,L,1,5,N,4,,1995,1931-1991,N,Y,,1,Christianity
avt,Au,L,1,5,N,4,,1982,1971-1972,N,Y,967,1,Christianity
kud,Auhelawa,L,1,5,N,4,,2008,1986-1993,Y,Y,1069,1,Christianity
djk,Aukan,L,3,4,N,4,,1999-2009,1975-1996,Y,Y,243,1,Christianity
aul,Aulua,L,1,5,N,3,,,1894-1925,N,Y,,1,Christianity
auh,Aushi,L,2,5,N,1,,,,N,N,,1,Christianity
asf,Auslan,L,1,,N,3,,,1999-2002,Y,N,,1,Christianity
aut,Austral,L,1,5,N,0,,,,N,N,,1,Christianity
asw,"Australian Aborigines Sign Language",L,,,N,1,,,,N,N,,,
asq,"Austrian Sign Language",L,1,,N,1,,,,N,N,,1,Christianity
smf,Auwe,L,1,4,N,1,,,,N,Y,,1,Christianity
auu,Auye,L,1,4,N,3,,,1993-2007,N,N,,1,Christianity
avv,Ava-Canoeiro,N,,,N,0,,,,N,N,,,
ava,Avar,L,10,1,Y,4,,2008,1979-2007,Y,Y,,6,Islam
avn,Avatime,L,1,5,N,4,,2017,Yes,N,Y,,1,Christianity
avb,Avau,L,1,5,N,1,,,,N,N,,1,Christianity
tmb,Avava,L,1,5,N,1,,,,N,N,,1,Christianity
avi,Avikam,L,1,4,N,3,,,1957,Y,Y,,1,Christianity
avu,Avokaya,L,2,4,N,4,,2002,1986-1998,Y,Y,avu,1,Christianity
awb,Awa,L,1,5,N,4,,1974-2002,1964,N,Y,932,1,Christianity
vwa,Awa,L,1,5,N,1,,,,N,N,,2,Buddhism
kwi,Awa-Cuaiquer,L,2,4,N,4,,2002,1979-1982,N,Y,1092,1,Christianity
awk,Awabakal,N,,,N,3,,,1891,N,N,,,
bcu,"Awad Bing",L,1,5,N,3,,,1992-2000,Y,Y,,1,Christianity
awa,Awadhi,L,418,1,Y,5,2000-2005,1996,1820-1911,Y,Y,,5,Hinduism
agr,Awajun,L,1,2,N,4,,1973-2005,1942-2010,N,Y,515,4,"Ethnic Religions"
awo,Awak,L,1,4,N,3,,,2008,Y,Y,,4,"Ethnic Religions"
agu,Awakateko,L,1,4,N,5,2003,1971-1993,1958-1998,N,Y,518,4,"Ethnic Religions"
aya,Awar,L,1,5,N,1,,,,N,N,,1,Christianity
awx,Awara,L,1,5,N,3,,,2011,N,N,,1,Christianity
awh,Awbono,L,1,4,N,1,,,,N,N,,1,Christianity
bob,Aweer,L,2,1,Y,3,,,2014,N,Y,,6,Islam
awr,Awera,L,1,4,N,0,,,,N,N,,1,Christianity
awe,Aweti,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
azo,Awing,L,1,4,N,3,,,Yes,Y,Y,,1,Christianity
auy,Awiyaana,L,1,5,N,4,,1984,1980,N,Y,845,1,Christianity
auj,Awjilah,N,1,1,Y,0,,,,N,N,,6,Islam
awn,Awngi,L,2,3,N,3,,,2009,Y,Y,,1,Christianity
kmn,Awtuw,L,1,5,N,2,,,,N,Y,,1,Christianity
yiu,Awu,L,2,4,N,4,,Yes,Yes,N,Y,,4,"Ethnic Religions"
aww,Awun,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
afu,Awutu,L,1,5,N,2,,,,N,Y,,1,Christianity
auw,Awyi,N,1,4,N,0,,,,N,N,,1,Christianity
psa,"Awyu, Asue",L,1,4,N,3,,,1985,N,Y,,1,Christianity
awu,"Awyu, Central",L,1,4,N,3,,,1985,N,Y,,1,Christianity
awy,"Awyu, Edera",L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
awv,"Awyu, Jair",L,1,4,N,1,,,,N,N,,1,Christianity
yir,"Awyu, North",L,1,4,N,1,,,,N,N,,1,Christianity
aws,"Awyu, South",L,1,4,N,1,,,,N,N,,1,Christianity
ahb,Axamb,L,1,5,N,3,,,1935,N,Y,,1,Christianity
yix,Axi,L,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
aye,Ayere,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
ayq,Ayi,L,1,5,N,1,,,,N,N,,1,Christianity
yyz,Ayizi,N,,,N,0,,,,N,N,,,
ayr,"Aymara, Central",L,5,5,N,5,1987-2012,1954-1977,1829-1966,Y,Y,293,1,Christianity
ayc,"Aymara, Southern",L,1,5,N,1,,,,N,N,,1,Christianity
ayo,Ayoreo,L,2,5,N,4,,1982,1957-2010,Y,Y,,1,Christianity
abp,"Ayta, Abellen",L,1,4,N,3,,,2006-2011,Y,N,,4,"Ethnic Religions"
abc,"Ayta, Ambala",L,1,4,N,3,,,2014,N,Y,,4,"Ethnic Religions"
sgb,"Ayta, Mag-antsi",L,1,5,N,4,,2006,1995-2006,N,Y,1282,4,"Ethnic Religions"
blx,"Ayta, Mag-Indi",L,1,4,N,3,,,2002-2010,Y,N,,4,"Ethnic Religions"
ayt,"Ayta, Magbukun",L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
ays,"Ayta, Sorsogon",N,,,N,0,,,,N,N,,,
ayu,Ayu,L,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
azj,"Azerbaijani, North",L,20,1,Y,5,1891-2004,2004,1842-1891,Y,Y,,6,Islam
azb,"Azerbaijani, South",L,16,1,Y,5,2013,Yes,Yes,Y,Y,1161,6,Islam
aza,Azha,L,1,1,Y,3,,,Yes,Y,N,,4,"Ethnic Religions"
yiz,Azhe,L,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
bvj,Baan,L,1,4,N,1,,,,N,N,,1,Christianity
bqx,Baangi,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
bba,Baatonum,L,4,4,N,5,1997,1977,1953-1986,Y,Y,1138,6,Islam
bbm,Babango,L,1,5,N,1,,,,N,N,,1,Christianity
bbk,Babanki,L,1,4,N,4,,2017,2011,Y,Y,,1,Christianity
bcd,"Babar, North",L,1,4,N,1,,,,N,N,,1,Christianity
vbb,"Babar, Southeast",L,1,4,N,1,,,,N,N,,1,Christianity
baa,Babatana,L,2,5,N,4,,1960-1998,1927-1998,N,Y,,1,Christianity
bcr,Babine,L,1,4,N,3,,,1978,N,Y,,1,Christianity
bzg,Babuza,N,,,N,0,,,,N,N,,,
bcy,Bacama,L,1,5,N,3,,,1915,Y,Y,,1,Christianity
bhz,Bada,L,1,4,N,4,,Yes,2011,Y,Y,,1,Christianity
bfq,Badaga,L,4,1,Y,4,,1999,1852-1992,Y,Y,,5,Hinduism
bde,Bade,L,1,1,Y,3,,,2013,Y,Y,,6,Islam
bdz,Badeshi,N,2,1,Y,0,,,,N,N,,6,Islam
bia,Badimaya,N,,,N,0,,,,N,N,,,
bac,Badui,L,1,1,Y,0,,,,N,Y,,6,Islam
pbp,Badyara,L,3,1,Y,2,,,,N,Y,,6,Islam
bvd,Baeggu,L,1,5,N,4,,2017,Yes,N,Y,bvd,1,Christianity
bvc,Baelelea,L,1,5,N,4,,2014,Yes,N,Y,,1,Christianity
btr,Baetora,L,1,5,N,3,,,1978-1982,N,N,,1,Christianity
bfj,Bafanji,L,1,3,N,3,,,2014,N,Y,,1,Christianity
bwt,Bafaw-Balong,L,1,4,N,2,,,,N,Y,,1,Christianity
ksf,Bafia,L,1,5,N,4,,1996,1964-1990,N,Y,876,1,Christianity
bfd,Bafut,L,1,4,N,4,,1999,1998,Y,Y,,1,Christianity
bgo,"Baga Koga",N,,,N,0,,,,N,N,,,
bmd,"Baga Manduri",L,1,1,Y,1,,,,N,Y,,6,Islam
bcg,"Baga Pokur",L,1,1,Y,3,,,1990-2009,N,Y,,6,Islam
bsp,"Baga Sitemu",L,1,2,N,3,,,2013,N,Y,bsp,6,Islam
bfy,Bagheli,L,207,1,Y,4,,1821,Yes,Y,Y,,5,Hinduism
bmi,Bagirmi,L,2,1,Y,3,,,2017,N,Y,,6,Islam
bqg,Bago-Kusuntu,L,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
bgq,Bagri,L,384,1,Y,3,,,Yes,Y,Y,,5,Hinduism
bpi,Bagupi,L,1,5,N,0,,,,N,N,,1,Christianity
bqb,Bagusa,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
kva,Bagvalal,L,1,1,Y,0,,,,N,N,,6,Islam
bdw,Baham,L,2,4,N,1,,,,N,Y,,1,Christianity
bah,"Bahamas Creole English",L,1,5,N,1,,,,N,Y,,1,Christianity
bhv,Bahau,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
bjh,Bahinemo,L,1,5,N,4,,2012,1973-1985,N,Y,,1,Christianity
bhj,Bahing,L,4,1,Y,4,,2016,Yes,N,Y,,5,Hinduism
bdq,Bahnar,L,1,5,N,5,2015,1977-2008,1952-1964,Y,Y,,4,"Ethnic Religions"
bsu,Bahonsuai,L,1,1,Y,0,,,,N,N,,6,Islam
bdj,Bai,L,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bca,"Bai, Central",L,1,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
lay,"Bai, Lama",L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
bfc,"Bai, Panyi",L,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bfs,"Bai, Southern",L,1,4,N,3,,,Yes,Y,Y,,2,Buddhism
bbf,Baibai,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
bkx,Baikeno,L,1,3,N,3,,,2004,N,Y,,1,Christianity
bqh,Baima,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
bmx,Baimak,L,1,5,N,1,,,,N,N,,1,Christianity
bcz,Bainouk-Gunyaamolo,L,2,2,N,3,,,2003,N,Y,,4,"Ethnic Religions"
bab,Bainouk-Gunyuno,L,1,2,N,1,,,,N,Y,,6,Islam
bcb,Bainouk-Samik,L,1,2,N,3,,,1998,N,N,,4,"Ethnic Religions"
bsw,Baiso,L,1,5,N,2,,,,N,N,,1,Christianity
bjs,Bajan,L,,,N,1,,,,N,N,,,
bdl,"Bajau, Indonesian",L,1,1,Y,3,,,1895,N,Y,,6,Islam
bdr,"Bajau, West Coast",L,2,1,Y,2,,,,N,N,,6,Islam
bjm,Bajelani,L,1,1,Y,0,,,,N,N,,6,Islam
bdh,Baka,L,2,4,N,4,,2017,1990-2011,Y,Y,bdh,1,Christianity
bkc,Baka,L,2,2,N,3,,,1996,N,Y,,4,"Ethnic Religions"
bkq,Bakairi,L,1,5,N,4,,2012,1969-2006,Y,Y,408,1,Christianity
bqz,Bakaka,L,1,5,N,2,,,,N,N,,1,Christianity
bei,Bakati',L,1,2,N,3,,,1986,N,Y,,4,"Ethnic Religions"
lra,"Bakati', Rara",L,2,4,N,3,,,1989,N,Y,,4,"Ethnic Religions"
sre,"Bakati', Sara",L,1,4,N,3,,,1986,N,Y,,4,"Ethnic Religions"
bqi,Bakhtiari,L,1,1,Y,3,,,Yes,Y,Y,,6,Islam
bki,Baki,L,1,5,N,4,,2019,1886-2002,N,N,,1,Christianity
bkh,Bakoko,L,1,4,N,2,,,,N,N,,1,Christianity
kme,Bakole,N,,,N,0,,,,N,N,,,
bbs,Bakpinka,N,1,4,N,0,,,,N,N,,1,Christianity
bkr,Bakumpai,L,1,1,Y,0,,,,N,Y,,6,Islam
bjw,Bakwe,L,1,4,N,4,,2019,2011,Y,N,,1,Christianity
bls,Balaesang,L,1,1,Y,0,,,,N,N,,6,Islam
blw,Balangao,L,1,5,N,4,,1982,1966,Y,Y,1115,4,"Ethnic Religions"
bjt,Balanta-Ganja,L,2,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
ble,Balanta-Kentohe,L,7,4,N,5,Yes,2011,1980-2012,Y,Y,,4,"Ethnic Religions"
blz,Balantak,L,1,2,N,4,,2010,1991,Y,Y,337,4,"Ethnic Religions"
blg,Balau,L,,,N,0,,,,N,N,,,
bdn,Baldemu,N,,,N,0,,,,N,N,,,
ban,Bali,L,3,1,Y,5,1990,1978-1989,1910-1988,Y,Y,302,5,Hinduism
bcn,Bali,L,1,4,N,3,,,2011,N,Y,,1,Christianity
bcp,Bali,L,1,5,N,3,,,1990,Y,Y,,1,Christianity
bgx,"Balkan Gagauz Turkish",L,3,1,Y,1,,,,N,Y,,6,Islam
bqo,Balo,L,1,4,N,1,,,,N,Y,,1,Christianity
bgp,"Balochi, Eastern",L,53,1,Y,4,,2013,1815-1906,Y,Y,,6,Islam
bcc,"Balochi, Southern",L,48,1,Y,4,,1999,1992-1994,Y,Y,rom,6,Islam
bgn,"Balochi, Western",L,58,1,Y,3,,,1984-2005,Y,Y,,6,Islam
biz,Baloi,L,1,4,N,1,,,,N,Y,,1,Christianity
bft,Balti,L,37,1,Y,3,,,1903-1940,Y,Y,,6,Islam
blq,Baluan-Pam,L,1,5,N,1,,,,N,Y,,1,Christianity
bbq,Bamali,L,1,3,N,3,,,2014,N,Y,,1,Christianity
bam,Bamanankan,L,14,1,Y,5,1961-1987,1933,1923-1942,Y,Y,,6,Islam
bmo,Bambalang,L,1,4,N,4,,2018,2011–2014,N,N,,1,Christianity
ptu,Bambam,L,1,4,N,4,,2004-2010,1994-1999,N,Y,1147,1,Christianity
baw,Bambili-Bambui,L,1,4,N,2,,,,N,Y,,1,Christianity
bce,Bamenyam,L,1,4,N,2,,,,N,N,,1,Christianity
bcf,Bamu,L,1,5,N,3,,,1952-2007,Y,Y,,1,Christianity
bqt,Bamukumbit,L,1,4,N,3,,,2014,N,Y,,1,Christianity
bax,Bamun,L,1,4,N,5,1988,1967,1925-1980,Y,Y,,6,Islam
bvm,Bamunka,L,1,4,N,3,,,2008–2014,N,Y,,1,Christianity
bmg,Bamwe,L,1,5,N,1,,,,N,N,,1,Christianity
bfk,"Ban Khor Sign Language",L,,,N,1,,,,N,N,,,
bcw,Bana,L,2,4,N,4,,Yes,1985,Y,Y,bcw,4,"Ethnic Religions"
vrt,"Banam Bay",L,1,5,N,1,,,,N,N,,1,Christianity
byz,Banaro,L,2,5,N,3,,,2000-2002,N,Y,,1,Christianity
bnd,Banda,L,1,1,Y,0,,,,N,N,,6,Islam
bjo,"Banda, Mid-Southern",L,3,5,N,1,,,,N,Y,,1,Christianity
lnl,"Banda, South Central",L,3,5,N,3,,,1999,Y,N,,1,Christianity
tor,"Banda, Togbo-Vara",L,3,5,N,2,,,,N,Y,,1,Christianity
bbp,"Banda, West Central",L,2,5,N,1,,,,N,Y,,4,"Ethnic Religions"
liy,Banda-Bambari,L,1,4,N,3,,,Yes,Y,N,,6,Islam
bpd,Banda-Banda,L,2,5,N,1,,,,N,N,,1,Christianity
bqk,Banda-Mbres,L,2,5,N,1,,,,N,N,,1,Christianity
bfl,Banda-Ndele,L,2,5,N,1,,,,N,N,,1,Christianity
yaj,Banda-Yangere,L,1,5,N,1,,,,N,N,,1,Christianity
bza,Bandi,L,2,2,N,4,,2000,1954-1995,Y,Y,,4,"Ethnic Religions"
bqj,Bandial,L,2,2,N,4,,2014,2006,Y,Y,1300,6,Islam
bdy,Bandjalang,N,1,4,N,0,,,,N,N,,1,Christianity
bxg,Bangala,L,1,5,N,5,1953-1995,1928-1977,1916-1932,N,Y,,1,Christianity
bgf,Bangandu,L,2,4,N,2,,,,N,Y,,1,Christianity
bbe,Bangba,L,1,4,N,1,,,,N,Y,,1,Christianity
bgz,Banggai,L,1,2,N,5,2002,Yes,Yes,Y,Y,,6,Islam
bni,Bangi,L,2,5,N,4,,1909-1922,1892-1928,N,Y,,1,Christianity
dba,Bangime,L,1,2,N,1,,,,N,N,,6,Islam
mfb,Bangka,L,2,1,Y,1,,,,N,Y,,6,Islam
bgj,Bangolan,L,1,3,N,3,,,2014,N,Y,,1,Christianity
bnx,Bangubangu,L,1,4,N,2,,,,N,Y,,6,Islam
bsj,Bangwinji,L,1,4,N,3,,,2008,Y,N,,4,"Ethnic Religions"
bwi,Baniwa,L,3,5,N,4,,1965-1985,1959,N,Y,,1,Christianity
bjn,Banjar,L,1,1,Y,3,,,Yes,Y,Y,,6,Islam
bxw,Bankagooma,L,1,1,Y,2,,,,N,N,,6,Islam
jjr,Bankal,L,1,2,N,2,,,,N,Y,,6,Islam
abb,Bankon,L,1,4,N,2,,,,N,N,,1,Christianity
bcm,Bannoni,L,1,5,N,1,,,,N,N,,1,Christianity
bap,Bantawa,L,37,1,Y,3,,,Yes,Y,Y,,5,Hinduism
bfx,Bantayanon,L,1,4,N,1,,,,N,N,,1,Christianity
bnq,Bantik,N,1,5,N,0,,,,N,N,,1,Christianity
bno,Bantoanon,L,1,4,N,4,,2016,1992-1996,Y,Y,,1,Christianity
pnw,Banyjima,N,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bci,Baoule,L,4,5,N,5,1998,1953-1975,1946-1994,Y,Y,bci,1,Christianity
bbb,Barai,L,1,5,N,4,,1994-2006,1973-2004,N,Y,970,1,Christianity
baj,Barakai,L,1,2,N,1,,,,N,N,,6,Islam
brd,Baram,N,4,1,Y,0,,,,N,Y,,5,Hinduism
bbg,Barama,L,1,4,N,1,,,,N,N,,1,Christianity
brm,Barambu,L,1,5,N,1,,,,N,N,,1,Christianity
bmz,Baramu,L,1,5,N,3,,,2009,N,N,,1,Christianity
brp,Barapasi,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
brs,Baras,N,1,1,Y,3,,,2010,N,N,,6,Islam
bsn,Barasana-Eduria,L,2,1,Y,4,,2001-2010,1973,N,Y,571,4,"Ethnic Religions"
boi,Barbareno,N,,,N,0,,,,N,N,,,
bcj,Bardi,N,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
bae,Bare,N,,,N,0,,,,N,N,,,
bva,Barein,L,1,1,Y,3,,,1998,N,Y,,4,"Ethnic Religions"
bpx,"Bareli, Palya",L,9,1,Y,4,,1835,Yes,N,Y,,5,Hinduism
bfb,"Bareli, Pauri",L,11,1,Y,4,,2017,Yes,Y,Y,,5,Hinduism
bgd,"Bareli, Rathwi",L,30,1,Y,3,,,1986,Y,Y,,5,Hinduism
mlp,Bargam,L,1,5,N,4,,2001,1989-1994,N,N,1084,1,Christianity
bfa,Bari,L,5,5,N,5,1979,1954,1927-1964,Y,Y,,1,Christianity
mot,Bari,L,3,5,N,3,,,Yes,N,Y,,1,Christianity
bch,Bariai,L,1,5,N,4,,2012,1998-2012,Y,N,960,1,Christianity
bjc,Bariji,L,1,5,N,1,,,,N,Y,,1,Christianity
bxo,Barikanchi,N,,,N,0,,,,N,N,,,
jbk,Barikewa,L,1,5,N,1,,,,N,N,,1,Christianity
bjk,Barok,L,1,5,N,4,,2017,1929,N,Y,,1,Christianity
bbi,Barombi,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
bjz,Baruga,L,1,5,N,4,,2017,1995-2008,N,Y,,1,Christianity
bwg,Barwe,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
bjf,"Barzani-Sandu Jewish Neo-Aramaic",N,,,N,0,,,,N,N,,,
bzw,Basa,L,1,4,N,5,2009,1972,1946-1965,Y,Y,,4,"Ethnic Religions"
buj,Basa-Gurmana,L,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
bas,Basaa,L,1,5,N,5,1969,1939-1967,1922-1967,Y,Y,,1,Christianity
bdb,Basap,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
bsg,Bashkardi,L,1,1,Y,0,,,,N,N,,6,Islam
bak,Bashkort,L,8,2,N,4,,2015,1899-2003,Y,N,bak,6,Islam
bst,Basketo,L,1,5,N,4,,2014,2006,Y,Y,,1,Christianity
eus,Basque,L,13,3,N,5,1855-1998,1571-1988,1715-1982,Y,Y,56,1,Christianity
bsq,Bassa,L,2,5,N,5,2005,1970,1844-1988,Y,Y,,1,Christianity
bsr,Bassa-Kontagora,N,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
bsi,Bassossi,L,1,4,N,1,,,,N,Y,,1,Christianity
bta,Bata,L,2,4,N,1,,,,N,Y,,6,Islam
bya,Batak,L,1,2,N,3,,,1972,N,Y,,4,"Ethnic Religions"
btz,"Batak Alas-Kluet",L,2,1,Y,3,,,Yes,Y,N,,6,Islam
akb,"Batak Angkola",L,1,4,N,5,1991,1879-1902,1872-1889,Y,Y,,6,Islam
btd,"Batak Dairi",L,3,5,N,5,1998,1983,1979,Y,Y,,1,Christianity
btx,"Batak Karo",L,2,5,N,5,1987-1995,1928-1979,1910-1951,Y,Y,35,1,Christianity
btm,"Batak Mandailing",L,2,1,Y,2,,,,N,Y,,6,Islam
bts,"Batak Simalungun",L,1,5,N,5,1976,1953,1939,Y,Y,34,1,Christianity
bbc,"Batak Toba",L,3,5,N,5,1894-1989,1878-1885,1859-1885,Y,Y,17,1,Christianity
bnm,Batanga,L,2,4,N,5,2010,Yes,1953,N,Y,,1,Christianity
btq,Batek,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
btv,Bateri,L,10,1,Y,1,,,,N,N,,6,Islam
bhm,Bathari,N,,,N,0,,,,N,N,,,
btc,Bati,L,1,4,N,2,,,,N,N,,1,Christianity
bvt,Bati,L,1,1,Y,1,,,,N,N,,6,Islam
bbl,Bats,L,1,3,N,0,,,,N,N,,1,Christianity
btu,Batu,L,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
zbt,Batui,L,1,1,Y,0,,,,N,N,,6,Islam
bay,Batuley,L,1,4,N,1,,,,N,N,,6,Islam
xby,Batyala,N,,,N,0,,,,N,N,,,
bbd,Bau,L,1,5,N,3,,,2010,N,N,,1,Christianity
bsf,Bauchi,L,1,1,Y,1,,,,N,Y,,6,Islam
brg,Baure,N,1,4,N,3,,,1960-1966,N,Y,,1,Christianity
bge,Bauria,L,3,1,Y,3,,,Yes,Y,Y,,5,Hinduism
bwk,Bauwaki,L,1,5,N,1,,,,N,N,,1,Christianity
